,Movie,Genre,Duration,Year,Imdb_rating,Metascore_rating,Votes
5587,The Incredible Hulk,"Action, Adventure, Sci-Fi  ",112,2008,67,61,444934
5588,Twilight,"Drama, Fantasy, Romance  ",122,2008,52,56,433377
5589,Indiana Jones and the Kingdom of the Crystal Skull,"Action, Adventure  ",122,2008,61,65,431439
5590,Kung Fu Panda,"Animation, Action, Adventure  ",92,2008,76,74,429211
5591,The Hurt Locker,"Drama, Thriller, War  ",131,2008,75,95,428656
5592,Quantum of Solace,"Action, Adventure, Thriller  ",106,2008,66,58,410839
5593,In Bruges,"Comedy, Crime, Drama  ",107,2008,79,67,396418
5594,Tropic Thunder,"Action, Comedy, War  ",107,2008,70,71,387077
5595,Cloverfield,"Action, Horror, Sci-Fi  ",85,2008,70,64,377659
5596,Wanted,"Action, Crime, Thriller  ",110,2008,67,64,366832
5597,Yes Man,"Comedy, Romance  ",104,2008,68,46,341558
5598,Pineapple Express,"Action, Comedy, Crime  ",111,2008,69,64,320860
5599,Burn After Reading,"Comedy, Crime, Drama  ",96,2008,70,63,315534
5600,The Wrestler,"Drama, Sport  ",109,2008,79,80,292567
5601,Jumper,"Action, Adventure, Sci-Fi  ",88,2008,61,35,290640
5602,Seven Pounds,Drama  ,123,2008,76,36,290295
5603,Step Brothers,Comedy  ,98,2008,69,51,272906
5604,Forgetting Sarah Marshall,"Comedy, Drama, Romance  ",111,2008,71,67,269474
5605,Hellboy II: The Golden Army,"Action, Adventure, Fantasy  ",120,2008,70,78,258801
5606,Vicky Cristina Barcelona,"Comedy, Drama, Romance  ",96,2008,71,70,245619
5607,Changeling,"Biography, Crime, Drama  ",141,2008,77,63,242921
5608,RocknRolla,"Action, Crime, Thriller  ",114,2008,73,53,239731
5609,21,"Crime, Drama, History  ",123,2008,68,48,233542
5610,The Reader,"Drama, Romance  ",124,2008,76,58,233311
5611,Valkyrie,"Drama, History, Thriller  ",121,2008,71,56,231778
5612,Role Models,Comedy  ,99,2008,68,61,222746
5613,Mamma Mia!,"Comedy, Musical, Romance  ",108,2008,64,51,221777
5614,Rambo,"Action, Thriller  ",92,2008,70,46,221067
5615,Body of Lies,"Action, Drama, Thriller  ",128,2008,71,57,216830
5616,Ip Man,"Action, Biography, Drama  ",106,2008,80,59,214047
5617,Madagascar: Escape 2 Africa,"Animation, Adventure, Comedy  ",89,2008,66,61,210374
5618,Let the Right One In,"Crime, Drama, Fantasy  ",114,2008,79,82,207823
5619,Get Smart,"Action, Adventure, Comedy  ",110,2008,65,54,206833
5620,Revolutionary Road,"Drama, Romance  ",119,2008,73,69,201285
5621,Death Race,"Action, Sci-Fi, Thriller  ",105,2008,63,43,200401
5622,The Chronicles of Narnia: Prince Caspian,"Action, Adventure, Family  ",150,2008,65,62,198130
5623,The Happening,"Drama, Mystery, Sci-Fi  ",91,2008,50,34,198029
5624,The Boy in the Striped Pajamas,"Drama, History, War  ",94,2008,78,55,195351
5625,The Dark Knight,"Action, Crime, Drama  ",152,2008,90,84,2364753
5626,WALL·E,"Animation, Adventure, Family  ",98,2008,84,95,1022409
5627,Iron Man,"Action, Adventure, Sci-Fi  ",126,2008,79,79,962219
5628,Slumdog Millionaire,"Drama, Romance  ",120,2008,80,84,809472
5629,Gran Torino,Drama  ,116,2008,81,72,731466
5630,The Curious Case of Benjamin Button,"Drama, Fantasy, Romance  ",166,2008,78,70,602444
5631,Taken,"Action, Crime, Thriller  ",90,2008,78,51,572258
5632,Hancock,"Action, Drama, Fantasy  ",92,2008,64,49,451776
5633,The Incredible Hulk,"Action, Adventure, Sci-Fi  ",112,2008,67,61,444934
5634,Twilight,"Drama, Fantasy, Romance  ",122,2008,52,56,433377
5635,Indiana Jones and the Kingdom of the Crystal Skull,"Action, Adventure  ",122,2008,61,65,431439
5636,Kung Fu Panda,"Animation, Action, Adventure  ",92,2008,76,74,429211
5637,The Hurt Locker,"Drama, Thriller, War  ",131,2008,75,95,428656
5638,Quantum of Solace,"Action, Adventure, Thriller  ",106,2008,66,58,410839
5639,In Bruges,"Comedy, Crime, Drama  ",107,2008,79,67,396418
5640,Tropic Thunder,"Action, Comedy, War  ",107,2008,70,71,387077
5641,Cloverfield,"Action, Horror, Sci-Fi  ",85,2008,70,64,377659
5642,Wanted,"Action, Crime, Thriller  ",110,2008,67,64,366832
5643,Yes Man,"Comedy, Romance  ",104,2008,68,46,341558
5644,Pineapple Express,"Action, Comedy, Crime  ",111,2008,69,64,320860
5645,Burn After Reading,"Comedy, Crime, Drama  ",96,2008,70,63,315534
5646,The Wrestler,"Drama, Sport  ",109,2008,79,80,292567
5647,Jumper,"Action, Adventure, Sci-Fi  ",88,2008,61,35,290640
5648,Seven Pounds,Drama  ,123,2008,76,36,290295
5649,Step Brothers,Comedy  ,98,2008,69,51,272906
5650,Forgetting Sarah Marshall,"Comedy, Drama, Romance  ",111,2008,71,67,269474
5651,Hellboy II: The Golden Army,"Action, Adventure, Fantasy  ",120,2008,70,78,258801
5652,Vicky Cristina Barcelona,"Comedy, Drama, Romance  ",96,2008,71,70,245619
5653,Changeling,"Biography, Crime, Drama  ",141,2008,77,63,242921
5654,RocknRolla,"Action, Crime, Thriller  ",114,2008,73,53,239731
5655,21,"Crime, Drama, History  ",123,2008,68,48,233542
5656,The Reader,"Drama, Romance  ",124,2008,76,58,233311
5657,Valkyrie,"Drama, History, Thriller  ",121,2008,71,56,231778
5658,Role Models,Comedy  ,99,2008,68,61,222746
5659,Mamma Mia!,"Comedy, Musical, Romance  ",108,2008,64,51,221777
5660,Rambo,"Action, Thriller  ",92,2008,70,46,221067
5661,Body of Lies,"Action, Drama, Thriller  ",128,2008,71,57,216830
5662,Ip Man,"Action, Biography, Drama  ",106,2008,80,59,214047
5663,Madagascar: Escape 2 Africa,"Animation, Adventure, Comedy  ",89,2008,66,61,210374
5664,Let the Right One In,"Crime, Drama, Fantasy  ",114,2008,79,82,207823
5665,Get Smart,"Action, Adventure, Comedy  ",110,2008,65,54,206833
5666,Revolutionary Road,"Drama, Romance  ",119,2008,73,69,201285
5667,Death Race,"Action, Sci-Fi, Thriller  ",105,2008,63,43,200401
5668,The Chronicles of Narnia: Prince Caspian,"Action, Adventure, Family  ",150,2008,65,62,198130
5669,The Happening,"Drama, Mystery, Sci-Fi  ",91,2008,50,34,198029
5670,The Boy in the Striped Pajamas,"Drama, History, War  ",94,2008,78,55,195351
5671,The Dark Knight,"Action, Crime, Drama  ",152,2008,90,84,2364753
5672,WALL·E,"Animation, Adventure, Family  ",98,2008,84,95,1022409
5673,Iron Man,"Action, Adventure, Sci-Fi  ",126,2008,79,79,962219
5674,Slumdog Millionaire,"Drama, Romance  ",120,2008,80,84,809472
5675,Gran Torino,Drama  ,116,2008,81,72,731466
5676,The Curious Case of Benjamin Button,"Drama, Fantasy, Romance  ",166,2008,78,70,602444
5677,Taken,"Action, Crime, Thriller  ",90,2008,78,51,572258
5678,Hancock,"Action, Drama, Fantasy  ",92,2008,64,49,451776
5679,The Incredible Hulk,"Action, Adventure, Sci-Fi  ",112,2008,67,61,444934
5680,Twilight,"Drama, Fantasy, Romance  ",122,2008,52,56,433377
5681,Indiana Jones and the Kingdom of the Crystal Skull,"Action, Adventure  ",122,2008,61,65,431439
5682,Kung Fu Panda,"Animation, Action, Adventure  ",92,2008,76,74,429211
5683,The Hurt Locker,"Drama, Thriller, War  ",131,2008,75,95,428656
5684,Quantum of Solace,"Action, Adventure, Thriller  ",106,2008,66,58,410839
5685,In Bruges,"Comedy, Crime, Drama  ",107,2008,79,67,396418
5686,Tropic Thunder,"Action, Comedy, War  ",107,2008,70,71,387077
5687,Cloverfield,"Action, Horror, Sci-Fi  ",85,2008,70,64,377659
5688,Wanted,"Action, Crime, Thriller  ",110,2008,67,64,366832
5689,Yes Man,"Comedy, Romance  ",104,2008,68,46,341558
5690,Pineapple Express,"Action, Comedy, Crime  ",111,2008,69,64,320860
5691,Burn After Reading,"Comedy, Crime, Drama  ",96,2008,70,63,315534
5692,The Wrestler,"Drama, Sport  ",109,2008,79,80,292567
5693,Jumper,"Action, Adventure, Sci-Fi  ",88,2008,61,35,290640
5694,Seven Pounds,Drama  ,123,2008,76,36,290295
5695,Step Brothers,Comedy  ,98,2008,69,51,272906
5696,Forgetting Sarah Marshall,"Comedy, Drama, Romance  ",111,2008,71,67,269474
5697,Hellboy II: The Golden Army,"Action, Adventure, Fantasy  ",120,2008,70,78,258801
5698,Vicky Cristina Barcelona,"Comedy, Drama, Romance  ",96,2008,71,70,245619
5699,Changeling,"Biography, Crime, Drama  ",141,2008,77,63,242921
5700,RocknRolla,"Action, Crime, Thriller  ",114,2008,73,53,239731
5701,21,"Crime, Drama, History  ",123,2008,68,48,233542
5702,The Reader,"Drama, Romance  ",124,2008,76,58,233311
5703,Valkyrie,"Drama, History, Thriller  ",121,2008,71,56,231778
5704,Role Models,Comedy  ,99,2008,68,61,222746
5705,Mamma Mia!,"Comedy, Musical, Romance  ",108,2008,64,51,221777
5706,Rambo,"Action, Thriller  ",92,2008,70,46,221067
5707,Body of Lies,"Action, Drama, Thriller  ",128,2008,71,57,216830
5708,Ip Man,"Action, Biography, Drama  ",106,2008,80,59,214047
5709,Madagascar: Escape 2 Africa,"Animation, Adventure, Comedy  ",89,2008,66,61,210374
5710,Let the Right One In,"Crime, Drama, Fantasy  ",114,2008,79,82,207823
5711,Get Smart,"Action, Adventure, Comedy  ",110,2008,65,54,206833
5712,Revolutionary Road,"Drama, Romance  ",119,2008,73,69,201285
5713,Death Race,"Action, Sci-Fi, Thriller  ",105,2008,63,43,200401
5714,The Chronicles of Narnia: Prince Caspian,"Action, Adventure, Family  ",150,2008,65,62,198130
5715,The Happening,"Drama, Mystery, Sci-Fi  ",91,2008,50,34,198029
5716,The Boy in the Striped Pajamas,"Drama, History, War  ",94,2008,78,55,195351
5717,The Dark Knight,"Action, Crime, Drama  ",152,2008,90,84,2364753
5718,WALL·E,"Animation, Adventure, Family  ",98,2008,84,95,1022409
5719,Iron Man,"Action, Adventure, Sci-Fi  ",126,2008,79,79,962219
5720,Slumdog Millionaire,"Drama, Romance  ",120,2008,80,84,809472
5721,Gran Torino,Drama  ,116,2008,81,72,731466
5722,The Curious Case of Benjamin Button,"Drama, Fantasy, Romance  ",166,2008,78,70,602444
5723,Taken,"Action, Crime, Thriller  ",90,2008,78,51,572258
5724,Hancock,"Action, Drama, Fantasy  ",92,2008,64,49,451776
5725,The Incredible Hulk,"Action, Adventure, Sci-Fi  ",112,2008,67,61,444934
5726,Twilight,"Drama, Fantasy, Romance  ",122,2008,52,56,433377
5727,Indiana Jones and the Kingdom of the Crystal Skull,"Action, Adventure  ",122,2008,61,65,431439
5728,Kung Fu Panda,"Animation, Action, Adventure  ",92,2008,76,74,429211
5729,The Hurt Locker,"Drama, Thriller, War  ",131,2008,75,95,428656
5730,Quantum of Solace,"Action, Adventure, Thriller  ",106,2008,66,58,410839
5731,In Bruges,"Comedy, Crime, Drama  ",107,2008,79,67,396418
5732,Tropic Thunder,"Action, Comedy, War  ",107,2008,70,71,387077
5733,Cloverfield,"Action, Horror, Sci-Fi  ",85,2008,70,64,377659
5734,Wanted,"Action, Crime, Thriller  ",110,2008,67,64,366832
5735,Yes Man,"Comedy, Romance  ",104,2008,68,46,341558
5736,Pineapple Express,"Action, Comedy, Crime  ",111,2008,69,64,320860
5737,Burn After Reading,"Comedy, Crime, Drama  ",96,2008,70,63,315534
5738,The Wrestler,"Drama, Sport  ",109,2008,79,80,292567
5739,Jumper,"Action, Adventure, Sci-Fi  ",88,2008,61,35,290640
5740,Seven Pounds,Drama  ,123,2008,76,36,290295
5741,Step Brothers,Comedy  ,98,2008,69,51,272906
5742,Forgetting Sarah Marshall,"Comedy, Drama, Romance  ",111,2008,71,67,269474
5743,Hellboy II: The Golden Army,"Action, Adventure, Fantasy  ",120,2008,70,78,258801
5744,Vicky Cristina Barcelona,"Comedy, Drama, Romance  ",96,2008,71,70,245619
5745,Changeling,"Biography, Crime, Drama  ",141,2008,77,63,242921
5746,RocknRolla,"Action, Crime, Thriller  ",114,2008,73,53,239731
5747,21,"Crime, Drama, History  ",123,2008,68,48,233542
5748,The Reader,"Drama, Romance  ",124,2008,76,58,233311
5749,Valkyrie,"Drama, History, Thriller  ",121,2008,71,56,231778
5750,Role Models,Comedy  ,99,2008,68,61,222746
5751,Mamma Mia!,"Comedy, Musical, Romance  ",108,2008,64,51,221777
5752,Rambo,"Action, Thriller  ",92,2008,70,46,221067
5753,Body of Lies,"Action, Drama, Thriller  ",128,2008,71,57,216830
5754,Ip Man,"Action, Biography, Drama  ",106,2008,80,59,214047
5755,Madagascar: Escape 2 Africa,"Animation, Adventure, Comedy  ",89,2008,66,61,210374
5756,Let the Right One In,"Crime, Drama, Fantasy  ",114,2008,79,82,207823
5757,Get Smart,"Action, Adventure, Comedy  ",110,2008,65,54,206833
5758,Revolutionary Road,"Drama, Romance  ",119,2008,73,69,201285
5759,Death Race,"Action, Sci-Fi, Thriller  ",105,2008,63,43,200401
5760,The Chronicles of Narnia: Prince Caspian,"Action, Adventure, Family  ",150,2008,65,62,198130
5761,The Happening,"Drama, Mystery, Sci-Fi  ",91,2008,50,34,198029
5762,The Boy in the Striped Pajamas,"Drama, History, War  ",94,2008,78,55,195351
5763,The Dark Knight,"Action, Crime, Drama  ",152,2008,90,84,2364753
5764,WALL·E,"Animation, Adventure, Family  ",98,2008,84,95,1022409
5765,Iron Man,"Action, Adventure, Sci-Fi  ",126,2008,79,79,962219
5766,Slumdog Millionaire,"Drama, Romance  ",120,2008,80,84,809472
5767,Gran Torino,Drama  ,116,2008,81,72,731466
5768,The Curious Case of Benjamin Button,"Drama, Fantasy, Romance  ",166,2008,78,70,602444
5769,Taken,"Action, Crime, Thriller  ",90,2008,78,51,572258
5770,Hancock,"Action, Drama, Fantasy  ",92,2008,64,49,451776
5771,The Incredible Hulk,"Action, Adventure, Sci-Fi  ",112,2008,67,61,444934
5772,Twilight,"Drama, Fantasy, Romance  ",122,2008,52,56,433377
5773,Indiana Jones and the Kingdom of the Crystal Skull,"Action, Adventure  ",122,2008,61,65,431439
5774,Kung Fu Panda,"Animation, Action, Adventure  ",92,2008,76,74,429211
5775,The Hurt Locker,"Drama, Thriller, War  ",131,2008,75,95,428656
5776,Quantum of Solace,"Action, Adventure, Thriller  ",106,2008,66,58,410839
5777,In Bruges,"Comedy, Crime, Drama  ",107,2008,79,67,396418
5778,Tropic Thunder,"Action, Comedy, War  ",107,2008,70,71,387077
5779,Cloverfield,"Action, Horror, Sci-Fi  ",85,2008,70,64,377659
5780,Wanted,"Action, Crime, Thriller  ",110,2008,67,64,366832
5781,Yes Man,"Comedy, Romance  ",104,2008,68,46,341558
5782,Pineapple Express,"Action, Comedy, Crime  ",111,2008,69,64,320860
5783,Burn After Reading,"Comedy, Crime, Drama  ",96,2008,70,63,315534
5784,The Wrestler,"Drama, Sport  ",109,2008,79,80,292567
5785,Jumper,"Action, Adventure, Sci-Fi  ",88,2008,61,35,290640
5786,Seven Pounds,Drama  ,123,2008,76,36,290295
5787,Step Brothers,Comedy  ,98,2008,69,51,272906
5788,Forgetting Sarah Marshall,"Comedy, Drama, Romance  ",111,2008,71,67,269474
5789,Hellboy II: The Golden Army,"Action, Adventure, Fantasy  ",120,2008,70,78,258801
5790,Vicky Cristina Barcelona,"Comedy, Drama, Romance  ",96,2008,71,70,245619
5791,Changeling,"Biography, Crime, Drama  ",141,2008,77,63,242921
5792,RocknRolla,"Action, Crime, Thriller  ",114,2008,73,53,239731
5793,21,"Crime, Drama, History  ",123,2008,68,48,233542
5794,The Reader,"Drama, Romance  ",124,2008,76,58,233311
5795,Valkyrie,"Drama, History, Thriller  ",121,2008,71,56,231778
5796,Role Models,Comedy  ,99,2008,68,61,222746
5797,Mamma Mia!,"Comedy, Musical, Romance  ",108,2008,64,51,221777
5798,Rambo,"Action, Thriller  ",92,2008,70,46,221067
5799,Body of Lies,"Action, Drama, Thriller  ",128,2008,71,57,216830
5800,Ip Man,"Action, Biography, Drama  ",106,2008,80,59,214047
5801,Madagascar: Escape 2 Africa,"Animation, Adventure, Comedy  ",89,2008,66,61,210374
5802,Let the Right One In,"Crime, Drama, Fantasy  ",114,2008,79,82,207823
5803,Get Smart,"Action, Adventure, Comedy  ",110,2008,65,54,206833
5804,Revolutionary Road,"Drama, Romance  ",119,2008,73,69,201285
5805,Death Race,"Action, Sci-Fi, Thriller  ",105,2008,63,43,200401
5806,The Chronicles of Narnia: Prince Caspian,"Action, Adventure, Family  ",150,2008,65,62,198130
5807,The Happening,"Drama, Mystery, Sci-Fi  ",91,2008,50,34,198029
5808,The Boy in the Striped Pajamas,"Drama, History, War  ",94,2008,78,55,195351
5809,The Dark Knight,"Action, Crime, Drama  ",152,2008,90,84,2364753
5810,WALL·E,"Animation, Adventure, Family  ",98,2008,84,95,1022409
5811,Iron Man,"Action, Adventure, Sci-Fi  ",126,2008,79,79,962219
5812,Slumdog Millionaire,"Drama, Romance  ",120,2008,80,84,809472
5813,Gran Torino,Drama  ,116,2008,81,72,731466
5814,The Curious Case of Benjamin Button,"Drama, Fantasy, Romance  ",166,2008,78,70,602444
5815,Taken,"Action, Crime, Thriller  ",90,2008,78,51,572258
5816,Hancock,"Action, Drama, Fantasy  ",92,2008,64,49,451776
5817,The Incredible Hulk,"Action, Adventure, Sci-Fi  ",112,2008,67,61,444934
5818,Twilight,"Drama, Fantasy, Romance  ",122,2008,52,56,433377
5819,Indiana Jones and the Kingdom of the Crystal Skull,"Action, Adventure  ",122,2008,61,65,431439
5820,Kung Fu Panda,"Animation, Action, Adventure  ",92,2008,76,74,429211
5821,The Hurt Locker,"Drama, Thriller, War  ",131,2008,75,95,428656
5822,Quantum of Solace,"Action, Adventure, Thriller  ",106,2008,66,58,410839
5823,In Bruges,"Comedy, Crime, Drama  ",107,2008,79,67,396418
5824,Tropic Thunder,"Action, Comedy, War  ",107,2008,70,71,387077
5825,Cloverfield,"Action, Horror, Sci-Fi  ",85,2008,70,64,377659
5826,Wanted,"Action, Crime, Thriller  ",110,2008,67,64,366832
5827,Yes Man,"Comedy, Romance  ",104,2008,68,46,341558
5828,Pineapple Express,"Action, Comedy, Crime  ",111,2008,69,64,320860
5829,Burn After Reading,"Comedy, Crime, Drama  ",96,2008,70,63,315534
5830,The Wrestler,"Drama, Sport  ",109,2008,79,80,292567
5831,Jumper,"Action, Adventure, Sci-Fi  ",88,2008,61,35,290640
5832,Seven Pounds,Drama  ,123,2008,76,36,290295
5833,Step Brothers,Comedy  ,98,2008,69,51,272906
5834,Forgetting Sarah Marshall,"Comedy, Drama, Romance  ",111,2008,71,67,269474
5835,Hellboy II: The Golden Army,"Action, Adventure, Fantasy  ",120,2008,70,78,258801
5836,Vicky Cristina Barcelona,"Comedy, Drama, Romance  ",96,2008,71,70,245619
5837,Changeling,"Biography, Crime, Drama  ",141,2008,77,63,242921
5838,RocknRolla,"Action, Crime, Thriller  ",114,2008,73,53,239731
5839,21,"Crime, Drama, History  ",123,2008,68,48,233542
5840,The Reader,"Drama, Romance  ",124,2008,76,58,233311
5841,Valkyrie,"Drama, History, Thriller  ",121,2008,71,56,231778
5842,Role Models,Comedy  ,99,2008,68,61,222746
5843,Mamma Mia!,"Comedy, Musical, Romance  ",108,2008,64,51,221777
5844,Rambo,"Action, Thriller  ",92,2008,70,46,221067
5845,Body of Lies,"Action, Drama, Thriller  ",128,2008,71,57,216830
5846,Ip Man,"Action, Biography, Drama  ",106,2008,80,59,214047
5847,Madagascar: Escape 2 Africa,"Animation, Adventure, Comedy  ",89,2008,66,61,210374
5848,Let the Right One In,"Crime, Drama, Fantasy  ",114,2008,79,82,207823
5849,Get Smart,"Action, Adventure, Comedy  ",110,2008,65,54,206833
5850,Revolutionary Road,"Drama, Romance  ",119,2008,73,69,201285
5851,Death Race,"Action, Sci-Fi, Thriller  ",105,2008,63,43,200401
5852,The Chronicles of Narnia: Prince Caspian,"Action, Adventure, Family  ",150,2008,65,62,198130
5853,The Happening,"Drama, Mystery, Sci-Fi  ",91,2008,50,34,198029
5854,The Boy in the Striped Pajamas,"Drama, History, War  ",94,2008,78,55,195351
5855,The Dark Knight,"Action, Crime, Drama  ",152,2008,90,84,2364753
5856,WALL·E,"Animation, Adventure, Family  ",98,2008,84,95,1022409
5857,Iron Man,"Action, Adventure, Sci-Fi  ",126,2008,79,79,962219
5858,Slumdog Millionaire,"Drama, Romance  ",120,2008,80,84,809472
5859,Gran Torino,Drama  ,116,2008,81,72,731466
5860,The Curious Case of Benjamin Button,"Drama, Fantasy, Romance  ",166,2008,78,70,602444
5861,Taken,"Action, Crime, Thriller  ",90,2008,78,51,572258
5862,Hancock,"Action, Drama, Fantasy  ",92,2008,64,49,451776
5863,The Incredible Hulk,"Action, Adventure, Sci-Fi  ",112,2008,67,61,444934
5864,Twilight,"Drama, Fantasy, Romance  ",122,2008,52,56,433377
5865,Indiana Jones and the Kingdom of the Crystal Skull,"Action, Adventure  ",122,2008,61,65,431439
5866,Kung Fu Panda,"Animation, Action, Adventure  ",92,2008,76,74,429211
5867,The Hurt Locker,"Drama, Thriller, War  ",131,2008,75,95,428656
5868,Quantum of Solace,"Action, Adventure, Thriller  ",106,2008,66,58,410839
5869,In Bruges,"Comedy, Crime, Drama  ",107,2008,79,67,396418
5870,Tropic Thunder,"Action, Comedy, War  ",107,2008,70,71,387077
5871,Cloverfield,"Action, Horror, Sci-Fi  ",85,2008,70,64,377659
5872,Wanted,"Action, Crime, Thriller  ",110,2008,67,64,366832
5873,Yes Man,"Comedy, Romance  ",104,2008,68,46,341558
5874,Pineapple Express,"Action, Comedy, Crime  ",111,2008,69,64,320860
5875,Burn After Reading,"Comedy, Crime, Drama  ",96,2008,70,63,315534
5876,The Wrestler,"Drama, Sport  ",109,2008,79,80,292567
5877,Jumper,"Action, Adventure, Sci-Fi  ",88,2008,61,35,290640
5878,Seven Pounds,Drama  ,123,2008,76,36,290295
5879,Step Brothers,Comedy  ,98,2008,69,51,272906
5880,Forgetting Sarah Marshall,"Comedy, Drama, Romance  ",111,2008,71,67,269474
5881,Hellboy II: The Golden Army,"Action, Adventure, Fantasy  ",120,2008,70,78,258801
5882,Vicky Cristina Barcelona,"Comedy, Drama, Romance  ",96,2008,71,70,245619
5883,Changeling,"Biography, Crime, Drama  ",141,2008,77,63,242921
5884,RocknRolla,"Action, Crime, Thriller  ",114,2008,73,53,239731
5885,21,"Crime, Drama, History  ",123,2008,68,48,233542
5886,The Reader,"Drama, Romance  ",124,2008,76,58,233311
5887,Valkyrie,"Drama, History, Thriller  ",121,2008,71,56,231778
5888,Role Models,Comedy  ,99,2008,68,61,222746
5889,Mamma Mia!,"Comedy, Musical, Romance  ",108,2008,64,51,221777
5890,Rambo,"Action, Thriller  ",92,2008,70,46,221067
5891,Body of Lies,"Action, Drama, Thriller  ",128,2008,71,57,216830
5892,Ip Man,"Action, Biography, Drama  ",106,2008,80,59,214047
5893,Madagascar: Escape 2 Africa,"Animation, Adventure, Comedy  ",89,2008,66,61,210374
5894,Let the Right One In,"Crime, Drama, Fantasy  ",114,2008,79,82,207823
5895,Get Smart,"Action, Adventure, Comedy  ",110,2008,65,54,206833
5896,Revolutionary Road,"Drama, Romance  ",119,2008,73,69,201285
5897,Death Race,"Action, Sci-Fi, Thriller  ",105,2008,63,43,200401
5898,The Chronicles of Narnia: Prince Caspian,"Action, Adventure, Family  ",150,2008,65,62,198130
5899,The Happening,"Drama, Mystery, Sci-Fi  ",91,2008,50,34,198029
5900,The Boy in the Striped Pajamas,"Drama, History, War  ",94,2008,78,55,195351
5901,The Dark Knight,"Action, Crime, Drama  ",152,2008,90,84,2364753
5902,WALL·E,"Animation, Adventure, Family  ",98,2008,84,95,1022409
5903,Iron Man,"Action, Adventure, Sci-Fi  ",126,2008,79,79,962219
5904,Slumdog Millionaire,"Drama, Romance  ",120,2008,80,84,809472
5905,Gran Torino,Drama  ,116,2008,81,72,731466
5906,The Curious Case of Benjamin Button,"Drama, Fantasy, Romance  ",166,2008,78,70,602444
5907,Taken,"Action, Crime, Thriller  ",90,2008,78,51,572258
5908,Hancock,"Action, Drama, Fantasy  ",92,2008,64,49,451776
5909,The Incredible Hulk,"Action, Adventure, Sci-Fi  ",112,2008,67,61,444934
5910,Twilight,"Drama, Fantasy, Romance  ",122,2008,52,56,433377
5911,Indiana Jones and the Kingdom of the Crystal Skull,"Action, Adventure  ",122,2008,61,65,431439
5912,Kung Fu Panda,"Animation, Action, Adventure  ",92,2008,76,74,429211
5913,The Hurt Locker,"Drama, Thriller, War  ",131,2008,75,95,428656
5914,Quantum of Solace,"Action, Adventure, Thriller  ",106,2008,66,58,410839
5915,In Bruges,"Comedy, Crime, Drama  ",107,2008,79,67,396418
5916,Tropic Thunder,"Action, Comedy, War  ",107,2008,70,71,387077
5917,Cloverfield,"Action, Horror, Sci-Fi  ",85,2008,70,64,377659
5918,Wanted,"Action, Crime, Thriller  ",110,2008,67,64,366832
5919,Yes Man,"Comedy, Romance  ",104,2008,68,46,341558
5920,Pineapple Express,"Action, Comedy, Crime  ",111,2008,69,64,320860
5921,Burn After Reading,"Comedy, Crime, Drama  ",96,2008,70,63,315534
5922,The Wrestler,"Drama, Sport  ",109,2008,79,80,292567
5923,Jumper,"Action, Adventure, Sci-Fi  ",88,2008,61,35,290640
5924,Seven Pounds,Drama  ,123,2008,76,36,290295
5925,Step Brothers,Comedy  ,98,2008,69,51,272906
5926,Forgetting Sarah Marshall,"Comedy, Drama, Romance  ",111,2008,71,67,269474
5927,Hellboy II: The Golden Army,"Action, Adventure, Fantasy  ",120,2008,70,78,258801
5928,Vicky Cristina Barcelona,"Comedy, Drama, Romance  ",96,2008,71,70,245619
5929,Changeling,"Biography, Crime, Drama  ",141,2008,77,63,242921
5930,RocknRolla,"Action, Crime, Thriller  ",114,2008,73,53,239731
5931,21,"Crime, Drama, History  ",123,2008,68,48,233542
5932,The Reader,"Drama, Romance  ",124,2008,76,58,233311
5933,Valkyrie,"Drama, History, Thriller  ",121,2008,71,56,231778
5934,Role Models,Comedy  ,99,2008,68,61,222746
5935,Mamma Mia!,"Comedy, Musical, Romance  ",108,2008,64,51,221777
5936,Rambo,"Action, Thriller  ",92,2008,70,46,221067
5937,Body of Lies,"Action, Drama, Thriller  ",128,2008,71,57,216830
5938,Ip Man,"Action, Biography, Drama  ",106,2008,80,59,214047
5939,Madagascar: Escape 2 Africa,"Animation, Adventure, Comedy  ",89,2008,66,61,210374
5940,Let the Right One In,"Crime, Drama, Fantasy  ",114,2008,79,82,207823
5941,Get Smart,"Action, Adventure, Comedy  ",110,2008,65,54,206833
5942,Revolutionary Road,"Drama, Romance  ",119,2008,73,69,201285
5943,Death Race,"Action, Sci-Fi, Thriller  ",105,2008,63,43,200401
5944,The Chronicles of Narnia: Prince Caspian,"Action, Adventure, Family  ",150,2008,65,62,198130
5945,The Happening,"Drama, Mystery, Sci-Fi  ",91,2008,50,34,198029
5946,The Boy in the Striped Pajamas,"Drama, History, War  ",94,2008,78,55,195351
5947,The Dark Knight,"Action, Crime, Drama  ",152,2008,90,84,2364753
5948,WALL·E,"Animation, Adventure, Family  ",98,2008,84,95,1022409
5949,Iron Man,"Action, Adventure, Sci-Fi  ",126,2008,79,79,962219
5950,Slumdog Millionaire,"Drama, Romance  ",120,2008,80,84,809472
5951,Gran Torino,Drama  ,116,2008,81,72,731466
5952,The Curious Case of Benjamin Button,"Drama, Fantasy, Romance  ",166,2008,78,70,602444
5953,Taken,"Action, Crime, Thriller  ",90,2008,78,51,572258
5954,Hancock,"Action, Drama, Fantasy  ",92,2008,64,49,451776
5955,The Incredible Hulk,"Action, Adventure, Sci-Fi  ",112,2008,67,61,444934
